"filename", "language", "Python", "JSON", "Markdown", "comment", "blank", "total"
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Blinky.py", "Python", 93, 0, 0, 18, 31, 142
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Clyde.py", "Python", 8, 0, 0, 1, 1, 10
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Ghost.py", "Python", 41, 0, 0, 0, 15, 56
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Inky.py", "Python", 8, 0, 0, 1, 3, 12
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Pinky.py", "Python", 8, 0, 0, 1, 1, 10
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/map_objects/moveable.py", "Python", 8, 0, 0, 0, 2, 10
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/map_objects/powerup.py", "Python", 4, 0, 0, 0, 1, 5
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/map_objects/wall.py", "Python", 4, 0, 0, 0, 1, 5
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/pacman.py", "Python", 93, 0, 0, 6, 29, 128
"/home/r49769hf/git/comp16321-labs_r49769hf/src/settings.py", "Python", 18, 0, 0, 7, 9, 34
"/home/r49769hf/git/comp16321-labs_r49769hf/testKeys.py", "Python", 20, 0, 0, 0, 5, 25
"Total", "-", 76, 0, 0, 17, 36, 129
