"filename", "language", "Python", "Markdown", "JSON", "comment", "blank", "total"
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/consumable/peach.py", "Python", 0, 0, 0, 0, -1, -1
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/consumable/strawberry.py", "Python", 0, 0, 0, 0, -1, -1
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Blinky.py", "Python", -20, 0, 0, -1, -2, -23
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Clyde.py", "Python", -26, 0, 0, -1, -3, -30
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Ghost.py", "Python", -197, 0, 0, -29, -66, -292
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Inky.py", "Python", -22, 0, 0, -1, -3, -26
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/ghosts/Pinky.py", "Python", -32, 0, 0, -1, -4, -37
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/map_objects/moveable.py", "Python", -15, 0, 0, 0, -5, -20
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/map_objects/powerup.py", "Python", -8, 0, 0, -1, -2, -11
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/map_objects/wall.py", "Python", -4, 0, 0, 0, -1, -5
"/home/r49769hf/git/comp16321-labs_r49769hf/src/objects/pacman.py", "Python", -89, 0, 0, -10, -29, -128
"/home/r49769hf/git/comp16321-labs_r49769hf/src/settings.py", "Python", -18, 0, 0, -7, -9, -34
"/home/r49769hf/git/comp16321-labs_r49769hf/testKeys.py", "Python", -20, 0, 0, 0, -5, -25
"Total", "-", 142, 0, 0, 27, 42, 211
